provider,asn,operator,country_count,country_examples,observed_records_bucket,prefix_count,avg_confidence,data_origin
Windscribe,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",1,Albania,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,200651,FLOKINET,1,Iceland,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,205119,TELEKS-,1,North Macedonia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,268581,QNAX LTDA,1,Brazil,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,3216,SOVAM-AS,1,Russia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,35908,VPLSNET,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,3786,LGDACOM LG DACOM Corporation,1,South Korea,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,400587,RYAMER,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,47810,PROSERVICE,1,Georgia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,63989,DE-CORP DE-CORP,1,Thailand,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,9318,SKB-AS SK Broadband Co Ltd,1,South Korea,lt-50,1,95.0,VPN-Infrastructure-Atlas
WorkingVPN,16276,OVH,1,France,lt-50,3,95.0,VPN-Infrastructure-Atlas
WorldVPN,43317,VEESP-AS,1,Russia,lt-50,1,88.0,VPN-Infrastructure-Atlas
Zoogvpn,63023,AS-GLOBALTELEHOST,1,United States,lt-50,3,78.0,VPN-Infrastructure-Atlas
uVPN,9009,M247,1,Romania,lt-50,3,70.0,VPN-Infrastructure-Atlas
AnonymousVPN,202422,GHOST,1,Luxembourg,lt-50,1,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,30860,YURTEH-AS,1,Ukraine,lt-50,1,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,59729,ITL-BG,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Astrill,132335,LEAPSWITCH-IN-AS-AP LEAPSWITCH NETWORKS PRIVATE LIMITED,1,India,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,14061,DIGITALOCEAN-ASN,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,18229,CTRLS-AS-IN CtrlS,1,India,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,18978,ENZUINC-,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,198890,MADCOM-ASN,1,Albania,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,200736,INALAN,1,Greece,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,21859,ZEN-ECN,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,35592,COOLHOUSING-AS Vinohradska 190,1,Czechia,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,36666,GTCOMM,1,Canada,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,394625,WHITELABELIT,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,400175,MICROTRONIX-ESOLUTIONS,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,50926,AXARNET-AS,1,Spain,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,64249,ENDOFFICE,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,9312,XTOM xTom,1,Hong Kong,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,9891,CSLOX-IDC-AS-AP CS LOXINFO Public Company Limited.,1,Thailand,lt-50,1,78.0,VPN-Infrastructure-Atlas
AzireVPN,3170,VELOXSERV,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
AzireVPN,400587,RYAMER,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
AzireVPN,43357,OWL Owl Limited,1,Vanuatu,lt-50,2,95.0,VPN-Infrastructure-Atlas
AzireVPN,50304,BLIX,1,Norway,lt-50,2,95.0,VPN-Infrastructure-Atlas
CCrypto VPN,43513,NANO-AS,1,Latvia,lt-50,1,88.0,VPN-Infrastructure-Atlas
CactusVPN,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",2,India; Portugal,lt-50,2,95.0,VPN-Infrastructure-Atlas
CactusVPN,199524,GCORE,1,Luxembourg,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,200019,ALEXHOST,2,Switzerland; Moldova,lt-50,2,95.0,VPN-Infrastructure-Atlas
CactusVPN,24940,HETZNER-AS,1,Germany,lt-50,2,95.0,VPN-Infrastructure-Atlas
CactusVPN,25198,ZETSERVERS ZetServers.com - Unmetered Cloud and Dedicated Servers Provider,1,Romania,lt-50,2,95.0,VPN-Infrastructure-Atlas
CactusVPN,32097,WII,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
CactusVPN,39845,LV-2CLOUD-ASN16,1,Latvia,lt-50,2,95.0,VPN-Infrastructure-Atlas
CactusVPN,42708,GLESYS glesys.com,1,Sweden,lt-50,2,95.0,VPN-Infrastructure-Atlas
CactusVPN,56694,SMARTAPE,1,Russia,lt-50,2,95.0,VPN-Infrastructure-Atlas
CactusVPN,60781,LEASEWEB-NL-AMS-01 Netherlands,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
CyberGhost,6461,ZAYO-6461,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
ExpressVPN,21859,ZEN-ECN,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
ExpressVPN,43289,TRABIA,1,Moldova,lt-50,1,70.0,VPN-Infrastructure-Atlas
ExpressVPN,47810,PROSERVICE,1,Georgia,lt-50,1,70.0,VPN-Infrastructure-Atlas
ExpressVPN,58065,PACKETEXCHANGE,1,United Kingdom,lt-50,1,70.0,VPN-Infrastructure-Atlas
ExpressVPN,60068,CDN77 _,1,United Kingdom,lt-50,1,70.0,VPN-Infrastructure-Atlas
FastestVPN,24961,MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG,1,Germany,lt-50,2,95.0,VPN-Infrastructure-Atlas
FastestVPN,40676,AS40676 - Psychz Networks,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
FastestVPN,63018,DEDICATED,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
FlowVPN,197537,WISDOM-CLOUD,1,Singapore,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,199524,GCORE,1,Luxembourg,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,200185,XANDMAIL-ASN,1,Italy,lt-50,2,70.0,VPN-Infrastructure-Atlas
FlowVPN,201575,WORLDBUS,1,Georgia,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,20454,SSASN2,1,United States,lt-50,2,70.0,VPN-Infrastructure-Atlas
FlowVPN,210329,CLOUDWEBMANAGE-UK-1,1,United States,lt-50,2,70.0,VPN-Infrastructure-Atlas
FlowVPN,215540,GCS-AS,1,United Kingdom,lt-50,2,70.0,VPN-Infrastructure-Atlas
FlowVPN,2519,VECTANT ARTERIA Networks Corporation,1,Japan,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,3462,HINET Data Communication Business Group,1,Taiwan,lt-50,2,70.0,VPN-Infrastructure-Atlas
FlowVPN,37153,xneelo,1,South Africa,lt-50,2,70.0,VPN-Infrastructure-Atlas
FlowVPN,45382,EHOSTIDC-AS-KR Hostcenter,1,South Korea,lt-50,2,70.0,VPN-Infrastructure-Atlas
FlowVPN,4766,KIXS-AS-KR Korea Telecom,1,South Korea,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,48207,GLBBULUTTEKNOLOJISI-AS,1,Türkiye,lt-50,2,70.0,VPN-Infrastructure-Atlas
FlowVPN,53356,FREE RANGE CLOUD,1,Canada,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,53667,PONYNET,1,United States,lt-50,2,70.0,VPN-Infrastructure-Atlas
FlowVPN,57169,EDIS-AS-EU,1,Austria,lt-50,2,70.0,VPN-Infrastructure-Atlas
FlowVPN,59741,SINAVPS SinaVPS,1,Switzerland,lt-50,2,70.0,VPN-Infrastructure-Atlas
FreeVPN,16276,OVH,1,France,lt-50,2,88.0,VPN-Infrastructure-Atlas
FreeVPN,23679,NUSANET-AS-ID PT. Media Antar Nusa,1,Indonesia,lt-50,2,88.0,VPN-Infrastructure-Atlas
FreeVPN,60404,LITESERVER,1,Netherlands,lt-50,1,88.0,VPN-Infrastructure-Atlas
Froot,9009,M247,1,Romania,lt-50,2,78.0,VPN-Infrastructure-Atlas
Getflix,14061,DIGITALOCEAN-ASN,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Getflix,20473,AS-VULTR,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Getflix,48678,TR-PENTECH-AS,1,Türkiye,lt-50,1,78.0,VPN-Infrastructure-Atlas
Getflix,9009,M247,1,Romania,lt-50,2,78.0,VPN-Infrastructure-Atlas
GhostPath,133480,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,1,Australia,lt-50,2,88.0,VPN-Infrastructure-Atlas
GhostPath,21472,SERVERHOUSE,1,United Kingdom,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,23470,RELIABLESITE,1,United States,lt-50,2,88.0,VPN-Infrastructure-Atlas
GhostPath,36666,GTCOMM,1,Canada,lt-50,2,88.0,VPN-Infrastructure-Atlas
GhostPath,397373,H4Y-TECHNOLOGIES,1,United States,lt-50,2,88.0,VPN-Infrastructure-Atlas
GhostPath,42422,SECURITYNET-AS,1,Czechia,lt-50,1,88.0,VPN-Infrastructure-Atlas
GhostPath,46261,QUICKPACKET,1,United States,lt-50,2,88.0,VPN-Infrastructure-Atlas
HideIPVPN,202425,INT-NETWORK,1,Seychelles,lt-50,2,70.0,VPN-Infrastructure-Atlas
HideIPVPN,24940,HETZNER-AS,1,Germany,lt-50,2,70.0,VPN-Infrastructure-Atlas
HideIPVPN,51159,THINKSYSTEMSUK-ASN,1,United Kingdom,lt-50,2,70.0,VPN-Infrastructure-Atlas
HideIPVPN,59491,LIVENET-,1,Poland,lt-50,2,70.0,VPN-Infrastructure-Atlas
HideIPVPN,63023,AS-GLOBALTELEHOST,1,United States,lt-50,2,70.0,VPN-Infrastructure-Atlas
Hotspotshield,60068,CDN77 _,1,United Kingdom,lt-50,2,78.0,VPN-Infrastructure-Atlas
IVPN,0,,0,,lt-50,1,95.0,VPN-Infrastructure-Atlas
IVPN,132825,MYTEK-AS-AP MYTEK TRADING PTY LTD,1,Australia,lt-50,1,95.0,VPN-Infrastructure-Atlas
IVPN,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,Hong Kong,lt-50,2,95.0,VPN-Infrastructure-Atlas
IVPN,20473,AS-VULTR,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
IVPN,24768,ALMOUROLTEC,1,Portugal,lt-50,1,95.0,VPN-Infrastructure-Atlas
IVPN,28753,LEASEWEB-DE-FRA-10,1,Germany,lt-50,2,95.0,VPN-Infrastructure-Atlas
IVPN,34989,SERVETHEWORLD-AS,1,Norway,lt-50,2,95.0,VPN-Infrastructure-Atlas
IVPN,35758,HQSERV_NETWORKS,1,Israel,lt-50,2,95.0,VPN-Infrastructure-Atlas
IVPN,36352,AS-COLOCROSSING,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
IVPN,394256,CLOUDSINGULARITY,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
IVPN,42708,GLESYS glesys.com,1,Sweden,lt-50,1,95.0,VPN-Infrastructure-Atlas
IVPN,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,Finland,lt-50,2,95.0,VPN-Infrastructure-Atlas
Ivacy,199524,GCORE,1,Luxembourg,lt-50,2,95.0,VPN-Infrastructure-Atlas
Ivacy,206264,AMARUTU-TECHNOLOGY,1,Hong Kong,lt-50,1,95.0,VPN-Infrastructure-Atlas
Ivacy,36352,AS-COLOCROSSING,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Ivacy,396356,LATITUDE-SH,2,Chile; United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Ivacy,56630,MELBICOM-EU-AS Melbikomas UAB,2,Lithuania; Latvia,lt-50,2,95.0,VPN-Infrastructure-Atlas
Ivacy,60068,CDN77 _,2,United Kingdom; United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
KevinVPN,13335,CLOUDFLARENET,1,United States,lt-50,2,70.0,VPN-Infrastructure-Atlas
KevinVPN,208226,OUIHEBERG,1,France,lt-50,2,70.0,VPN-Infrastructure-Atlas
KevinVPN,212477,ROYALE-AS,1,Netherlands,lt-50,1,70.0,VPN-Infrastructure-Atlas
KevinVPN,216416,EVOLUS-IX,1,Austria,lt-50,2,70.0,VPN-Infrastructure-Atlas
KevinVPN,399275,SOLID,1,United States,lt-50,2,70.0,VPN-Infrastructure-Atlas
KevinVPN,62564,LINVEO-LLC,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
MoriVPN,14956,ROUTERHOSTING,1,United States,lt-50,2,80.0,VPN-Infrastructure-Atlas
Mullvad,17243,BYTENODE-AS,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Mullvad,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",1,Albania,lt-50,1,95.0,VPN-Infrastructure-Atlas
Mullvad,207990,HR-CUSTOMER,1,India,lt-50,1,95.0,VPN-Infrastructure-Atlas
Mullvad,30671,DATABRIDGE,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Mullvad,3170,VELOXSERV,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
Mullvad,39486,HOSTROYALE,1,India,lt-50,1,95.0,VPN-Infrastructure-Atlas
Mullvad,399935,HAYASHIMO,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Mullvad,400882,AS-CYBER-DATA,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Mullvad,51852,PLI-AS,1,Panama,lt-50,2,95.0,VPN-Infrastructure-Atlas
Mullvad,6233,XTOM,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
NordVPN,205119,TELEKS-,1,North Macedonia,lt-50,1,95.0,VPN-Infrastructure-Atlas
OVPN,31103,KEYWEB-AS,1,Germany,lt-50,2,95.0,VPN-Infrastructure-Atlas
Octanevpn,14618,AMAZON-AES,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Private Internet Access,205119,TELEKS-,1,North Macedonia,lt-50,2,95.0,VPN-Infrastructure-Atlas
Private Internet Access,21859,ZEN-ECN,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Private Internet Access,3257,GTT-BACKBONE GTT,1,Canada,lt-50,2,95.0,VPN-Infrastructure-Atlas
Private Internet Access,43289,TRABIA,1,Moldova,lt-50,2,95.0,VPN-Infrastructure-Atlas
Private Internet Access,45671,AS45671-NET-AU Wholesale Services Provider,1,Australia,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,36352,AS-COLOCROSSING,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
PrivateVPN,37153,xneelo,1,South Africa,lt-50,2,95.0,VPN-Infrastructure-Atlas
PrivateVPN,50304,BLIX,1,Norway,lt-50,2,95.0,VPN-Infrastructure-Atlas
ProtonVPN,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",1,Albania,lt-50,2,95.0,VPN-Infrastructure-Atlas
ProtonVPN,208172,PV-HOSTED,1,Switzerland,lt-50,2,95.0,VPN-Infrastructure-Atlas
ProtonVPN,24875,NOVOSERVE-AS,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,3258,XTOM-JAPAN xTom Japan Corporation,1,Japan,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,41564,AS41564,1,United Kingdom,lt-50,2,95.0,VPN-Infrastructure-Atlas
ProtonVPN,46562,PERFORMIVE,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,56704,FARICE-AS,1,Iceland,lt-50,1,95.0,VPN-Infrastructure-Atlas
ProtonVPN,63023,AS-GLOBALTELEHOST,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Proxpn,32489,AMANAHA-NEW,1,Canada,lt-50,1,78.0,VPN-Infrastructure-Atlas
Proxpn,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",1,United Kingdom,lt-50,1,78.0,VPN-Infrastructure-Atlas
Proxpn,59253,LEASEWEB-APAC-SIN-11 LEASEWEB SINGAPORE PTE. LTD.,1,Singapore,lt-50,1,78.0,VPN-Infrastructure-Atlas
PureVPN,19148,LEASEWEB-USA-PHX,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
PureVPN,209378,INIOS-AS,1,Finland,lt-50,1,88.0,VPN-Infrastructure-Atlas
PureVPN,262287,Latitude.sh LTDA,1,Brazil,lt-50,1,88.0,VPN-Infrastructure-Atlas
RedShield VPN,23470,RELIABLESITE,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
RedShield VPN,267507,SRX TECNOLOGIA DA INFORMACAO LTDA,1,Brazil,lt-50,2,95.0,VPN-Infrastructure-Atlas
RedShield VPN,35758,HQSERV_NETWORKS,1,Israel,lt-50,2,95.0,VPN-Infrastructure-Atlas
RedShield VPN,395092,SHOCK-1,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Riseup VPN,60068,CDN77 _,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
Riseup VPN,7765,KOUMBIT,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,11117,NUYEK,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,13649,ASN-FLEXENTIAL,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,13737,AS-INCX,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,149042,SITCL-AS-AP Silicon Cloud Global US,1,Hong Kong,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,150423,SERVER-AS-AP Server Galactic Private Limited,1,Singapore,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,151858,INTERDIGI-VN INTERDIGI JOINT STOCK COMPANY,1,Vietnam,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,197075,ACTIVENETWORK-AS Active Network S.p.A.,1,Italy,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,19970,CARRIERDOMAIN-NYC,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,199959,CROWNCLOUD,1,Australia,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,200019,ALEXHOST,1,Moldova,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,201323,HOST-MEDIA-LTD,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,206075,HOLLANDER-JACOBSEN,1,Germany,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,209630,KREDIT-AS,1,Ukraine,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,211462,GHT-NET,1,Romania,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,212271,C1V Internet Service Provider in Italy,1,Italy,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,213495,SERVITRO-LTD,1,United Kingdom,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,213520,SENKO-AS Senko Digital Ltd,1,Georgia,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,213535,YOTTASRC,1,Saudi Arabia,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,213929,AS213929CH AS213929.ch,1,Switzerland,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,215730,H2NEXUS-AS,1,United Kingdom,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,2864,ALJASKA-AS,1,Ukraine,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,32097,WII,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,3258,XTOM-JAPAN xTom Japan Corporation,1,Japan,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,33185,HIVE-DATA-CENTER,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,33387,NOCIX,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,396356,LATITUDE-SH,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,396426,-Reserved AS-,1,UNKNOWN,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,398493,SYSTEMINPLACE,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,4766,KIXS-AS-KR Korea Telecom,1,South Korea,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,50053,ANTON-LEVIN-AS,1,Kyrgyzstan,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,54600,PEG-SV,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,59253,LEASEWEB-APAC-SIN-11 LEASEWEB SINGAPORE PTE. LTD.,1,Singapore,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,62553,ELCRO-DIGITAL-SERVICES-LLC,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,64249,ENDOFFICE,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,7922,COMCAST-7922,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,8849,MELBICOM-EU-AS Melbikomas UAB,1,Lithuania,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,8888,XTOM xTom Pty Ltd,1,Australia,lt-50,2,95.0,VPN-Infrastructure-Atlas
SlickVPN,13213,UK2NET-AS,1,United Kingdom,lt-50,2,88.0,VPN-Infrastructure-Atlas
Smartdnsproxy,14061,DIGITALOCEAN-ASN,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,18978,ENZUINC-,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,202422,GHOST,1,Luxembourg,lt-50,2,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,399471,AS-SERVERION,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,43350,NFORCE,1,Netherlands,lt-50,1,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,45671,AS45671-NET-AU Wholesale Services Provider,1,Australia,lt-50,2,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,60068,CDN77 _,1,United Kingdom,lt-50,2,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,61317,ASDETUK www.heficed.com,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
SotaVPN,215730,H2NEXUS-AS,1,United Kingdom,lt-50,2,95.0,VPN-Infrastructure-Atlas
StrongVPN,0,,1,Canada,lt-50,1,80.0,VPN-Infrastructure-Atlas
StrongVPN,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,1,Australia,lt-50,2,80.0,VPN-Infrastructure-Atlas
StrongVPN,3223,VOXILITY,1,United Kingdom,lt-50,1,87.5,VPN-Infrastructure-Atlas
StrongVPN,52423,Data Miners S.A.  Racknation.cr,1,Costa Rica,lt-50,1,80.0,VPN-Infrastructure-Atlas
Surfshark,197155,ARTNET,1,Poland,lt-50,2,95.0,VPN-Infrastructure-Atlas
Surfshark,205676,DCE,1,Thailand,lt-50,1,95.0,VPN-Infrastructure-Atlas
Surfshark,43513,NANO-AS,1,Latvia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Surfshark,49453,GLOBALLAYER,1,Belgium,lt-50,1,95.0,VPN-Infrastructure-Atlas
SwitchVPN,20860,IOMART-AS,1,United Kingdom,lt-50,2,88.0,VPN-Infrastructure-Atlas
SwitchVPN,7040,NETMINDERS,1,Canada,lt-50,1,88.0,VPN-Infrastructure-Atlas
Trust.Zone,11831,ESECUREDATA,1,Canada,lt-50,2,70.0,VPN-Infrastructure-Atlas
Trust.Zone,16247,"M247-UK M247 UK Ltd, trading as M247",1,United Kingdom,lt-50,2,70.0,VPN-Infrastructure-Atlas
Trust.Zone,200740,FIRST-SERVER-EU-AS FIRST-SERVER-US,1,United Kingdom,lt-50,1,70.0,VPN-Infrastructure-Atlas
Trust.Zone,202015,HZ-US-AS,1,Bulgaria,lt-50,2,70.0,VPN-Infrastructure-Atlas
Trust.Zone,32489,AMANAHA-NEW,1,Canada,lt-50,2,70.0,VPN-Infrastructure-Atlas
Trust.Zone,49981,WORLDSTREAM,1,Netherlands,lt-50,2,70.0,VPN-Infrastructure-Atlas
Trust.Zone,59711,HZ-EU-AS,1,Bulgaria,lt-50,2,70.0,VPN-Infrastructure-Atlas
Trust.Zone,61046,HZ-UK-AS,1,Bulgaria,lt-50,2,70.0,VPN-Infrastructure-Atlas
TunnelBear,20473,AS-VULTR,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
VPN Gate,133481,AIS-FIBRE-AS-AP AIS Fibre,1,Thailand,lt-50,2,78.0,VPN-Infrastructure-Atlas
VPN Gate,2518,BIGLOBE BIGLOBE Inc.,1,Japan,lt-50,2,78.0,VPN-Infrastructure-Atlas
VPN Jantit,135450,IDNIC-BSTI-AS-ID PT Berkah Solusi Teknologi Informasi,1,Indonesia,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,139989,IDNIC-ATHAMEDIANET-AS-ID CV Atha Media Prima,1,Indonesia,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,199524,GCORE,1,Luxembourg,lt-50,2,88.0,VPN-Infrastructure-Atlas
VPN Jantit,200740,FIRST-SERVER-EU-AS FIRST-SERVER-US,1,United Kingdom,lt-50,2,88.0,VPN-Infrastructure-Atlas
VPN Jantit,205090,FIRST-SERVER-EUROPE,1,United Kingdom,lt-50,2,88.0,VPN-Infrastructure-Atlas
VPN Jantit,207713,GIR-AS,1,Russia,lt-50,2,88.0,VPN-Infrastructure-Atlas
VPN Jantit,207957,SERVHOST-AS,1,United Kingdom,lt-50,2,88.0,VPN-Infrastructure-Atlas
VPN Jantit,21859,ZEN-ECN,1,United States,lt-50,2,88.0,VPN-Infrastructure-Atlas
VPN Jantit,38623,VIETTELCAMBODIA-AS-AP ISPIXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.,1,Cambodia,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,397032,SPARKED,1,United States,lt-50,2,88.0,VPN-Infrastructure-Atlas
VPN Jantit,400992,ZHOUYISAT-COMMUNICATIONS,1,United States,lt-50,2,88.0,VPN-Infrastructure-Atlas
VPN Jantit,44259,ULTAHOST-AP-AS,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,56150,VHOST-AS-VN Viet Solutions Services Trading Company Limited,1,Vietnam,lt-50,2,88.0,VPN-Infrastructure-Atlas
VPN Jantit,59729,ITL-BG,1,United States,lt-50,2,88.0,VPN-Infrastructure-Atlas
